monday,tuesday,wednesday,thursday,friday,
null,null,null,null,null,
null,null,null,null,null,
null,null,null,null,null,
null,null,null,null,null,
null,null,null,null,null,
null,null,null,null,null,
null,null,null,null,null,
null,null,null,null,null,
null,null,null,null,null,
